0 1.0261346843343233104e-06
1.66669e-05 1.0289642276006816246e-06
3.33339e-05 1.0358838542362525104e-06
5.00008e-05 1.0486348575033943575e-06
6.66678e-05 1.0599620311607660383e-06
8.33347e-05 1.0827372631111442658e-06
0.000100002 1.1004630880856458575e-06
0.000116669 1.1463644747911061472e-06
0.000133336 1.161666933771621224e-06
0.000150003 1.1720300709949782458e-06
0.000166669 1.1732099721925570712e-06
0.000183336 1.1870565776589403484e-06
0.000200003 1.1910906027381984451e-06
0.00021667 1.2241159974141213596e-06
0.000233337 1.2309535494803292011e-06
0.000250004 1.2462309012944983166e-06
0.000266671 1.2520153249082066615e-06
0.000283338 1.2714472821320765838e-06
0.000300005 1.3036507351127379906e-06
0.000316672 1.3346444733414175587e-06
0.000333339 1.3502167108270235474e-06
0.000350006 1.3558821491468919795e-06
0.000366673 1.3826194873306496547e-06
0.00038334 1.3844914111757478103e-06
0.000400007 1.3969889984394301408e-06
0.000416674 1.3982140815577137616e-06
0.000433341 1.4011419721404738681e-06
0.000450008 1.4137706877276334794e-06
0.000466674 1.4603005354177356345e-06
0.000483341 1.4818780412206855601e-06
0.000500008 1.4824257525553052872e-06
0.000516675 1.5122254049884653604e-06
0.000533342 1.5316381789184929652e-06
0.000550009 1.5738056892977692058e-06
0.000566676 1.5785882956018126855e-06
0.000583343 1.5984245826244913857e-06
0.00060001 1.6174685385228482204e-06
0.000616677 1.6339342965576708622e-06
0.000633344 1.6420189545562902111e-06
0.000650011 1.6643757515116819334e-06
0.000666678 1.718917313799084301e-06
0.000683345 1.7288177363468382186e-06
0.000700012 1.7298306422795783899e-06
0.000716679 1.741130647339717008e-06
0.000733346 1.7542979457614571448e-06
0.000750013 1.7592532152860274053e-06
0.000766679 1.7661651895879704188e-06
0.000783346 1.7799786508621018299e-06
0.000800013 1.7847799114387163932e-06
0.00081668 1.7955280001667739409e-06
0.000833347 1.8213918722906341507e-06
0.000850014 1.8252937175750050258e-06
0.000866681 1.831225788111179309e-06
0.000883348 1.8314431295546329537e-06
0.000900015 1.8378601208159095481e-06
0.000916682 1.8524628379520957644e-06
0.000933349 1.8529479238645063521e-06
0.000950016 1.8649945896440089932e-06
0.000966683 1.88690953048520349e-06
0.00098335 1.8964244981184430472e-06
0.00100002 1.9243439629591796436e-06
0.00101668 1.9496919776082477505e-06
0.00103335 1.9522168536734163524e-06
0.00105002 1.9621040276002199576e-06
0.00106668 1.9631122153626612281e-06
0.00108335 1.9649785240952177823e-06
0.00110002 1.971975129147485184e-06
0.00111669 2.0018203070182316594e-06
0.00113335 2.0198663250384218948e-06
0.00115002 2.0208176283696699382e-06
0.00116669 2.0233910425077050732e-06
0.00118335 2.027907479017210246e-06
0.00120002 2.0675397429115172088e-06
0.00121669 2.0871456446608371849e-06
0.00123335 2.1195876119192713638e-06
0.00125002 2.1289795782489240317e-06
0.00126669 2.1435074231863915362e-06
0.00128335 2.1474918769567863386e-06
0.00130002 2.1522653058381191471e-06
0.00131669 2.1723985778251964085e-06
0.00133336 2.1737492059969998337e-06
0.00135002 2.1775539731302973046e-06
0.00136669 2.17929845465480998e-06
0.00138336 2.1814481456633449952e-06
0.00140002 2.1829874946033278604e-06
0.00141669 2.1872208514836510851e-06
0.00143336 2.1902341717783269104e-06
0.00145002 2.1965741391835602592e-06
0.00146669 2.1971602940720758035e-06
0.00148336 2.2067473790451930249e-06
0.00150003 2.212006071485028702e-06
0.00151669 2.2158832146471074687e-06
0.00153336 2.2196176710093107332e-06
0.00155003 2.227934016614530055e-06
0.00156669 2.232280714137280242e-06
0.00158336 2.2380953982464868446e-06
0.00160003 2.2394282583812485932e-06
0.00161669 2.2505883536874660145e-06
0.00163336 2.2615079803486870524e-06
0.00165003 2.289022856150069174e-06
0.00166669 2.2971282923785196761e-06
0.00168336 2.2988672477991523024e-06
0.00170003 2.3215285393854423468e-06
0.0017167 2.3277170218688469916e-06
0.00173336 2.333773101555192131e-06
0.00175003 2.336420903914504521e-06
0.0017667 2.3398312528725984105e-06
0.00178336 2.3426880418689344232e-06
0.00180003 2.3481653274384783892e-06
0.0018167 2.3553664320191680659e-06
0.00183336 2.3572517502123968569e-06
0.00185003 2.3639622680066141314e-06
0.0018667 2.3747149593827954206e-06
0.00188336 2.3917176768875614279e-06
0.00190003 2.4054700465889200522e-06
0.0019167 2.4228825175609536302e-06
0.00193337 2.4230075742898149471e-06
0.00195003 2.4258735365836892051e-06
0.0019667 2.4466895131997068447e-06
0.00198337 2.4516317860198699741e-06
0.00200003 2.4548597793577764392e-06
0.0020167 2.45530364311602467e-06
0.00203337 2.4648711344985030358e-06
0.00205003 2.4669630148826948712e-06
0.0020667 2.4754532366305648239e-06
0.00208337 2.4829894074707148377e-06
0.00210004 2.4857930776799042061e-06
0.0021167 2.4962945538026248826e-06
0.00213337 2.4994287316851271363e-06
0.00215004 2.5079463003910285046e-06
0.0021667 2.5113633074849706084e-06
0.00218337 2.5206378219677638697e-06
0.00220004 2.5258687354201558861e-06
0.0022167 2.5276199003693156087e-06
0.00223337 2.5421869369393612637e-06
0.00225004 2.5524952248362486884e-06
0.0022667 2.5636502743869860055e-06
0.00228337 2.5719173684275731251e-06
0.00230004 2.58299773001763322e-06
0.00231671 2.5852738836443234227e-06
0.00233337 2.5918495998727975049e-06
0.00235004 2.5931916640062335766e-06
0.00236671 2.6037356971042591169e-06
0.00238337 2.6045695167078997123e-06
0.00240004 2.6052608862320303373e-06
0.00241671 2.6065454694218503917e-06
0.00243337 2.607982998351077164e-06
